photo,weed_id,species,species_confidence,stage,bbox_x,bbox_y,bbox_w,bbox_h
DJI_20260615134123_0339_D.JPG,293,Пырей ползучий,0.896,цветение,1571,0,153,76
DJI_20260615134123_0339_D.JPG,294,Пырей ползучий,0.933,цветение,0,0,1698,3072
DJI_20260615134520_0343_D.JPG,295,Пырей ползучий,0.672,цветение,354,3055,156,17
DJI_20260615134520_0343_D.JPG,296,Пырей ползучий,0.594,цветение,259,3034,64,38
DJI_20260615134520_0343_D.JPG,297,Пырей ползучий,0.588,цветение,1461,3030,35,42
DJI_20260615134520_0343_D.JPG,298,Пырей ползучий,0.653,всходы,1357,3030,29,42
DJI_20260615134520_0343_D.JPG,299,Пырей ползучий,0.675,всходы,2354,2992,48,44
DJI_20260615134520_0343_D.JPG,300,Бодяк полевой,0.671,всходы,1536,2991,42,42
DJI_20260615134520_0343_D.JPG,301,Пырей ползучий,0.812,цветение,0,2987,134,85
DJI_20260615134520_0343_D.JPG,302,Пырей ползучий,0.685,всходы,3219,2981,52,64
DJI_20260615134520_0343_D.JPG,303,unknown,0.547,цветение,2002,2948,42,60
DJI_20260615134520_0343_D.JPG,304,Пырей ползучий,0.868,цветение,69,2934,263,138
DJI_20260615134520_0343_D.JPG,305,Бодяк полевой,0.762,цветение,1384,2931,90,129
DJI_20260615134520_0343_D.JPG,306,Бодяк полевой,0.68,цветение,1494,2930,60,33
DJI_20260615134520_0343_D.JPG,307,Бодяк полевой,0.694,всходы,2203,2927,60,35
DJI_20260615134520_0343_D.JPG,308,Пырей ползучий,0.635,цветение,1339,2914,55,89
DJI_20260615134520_0343_D.JPG,309,Пырей ползучий,0.677,цветение,1569,2870,48,50
DJI_20260615134520_0343_D.JPG,310,Пырей ползучий,0.669,всходы,3290,2861,52,56
DJI_20260615134520_0343_D.JPG,311,Пырей ползучий,0.664,цветение,2992,2858,46,75
DJI_20260615134520_0343_D.JPG,312,Пырей ползучий,0.746,цветение,107,2792,85,96
DJI_20260615134520_0343_D.JPG,313,Бодяк полевой,0.708,розетка,1643,2781,66,62
DJI_20260615134520_0343_D.JPG,314,Пырей ползучий,0.672,цветение,238,2749,63,43
DJI_20260615134520_0343_D.JPG,315,Бодяк полевой,0.727,цветение,3066,2748,34,37
DJI_20260615134520_0343_D.JPG,316,Пырей ползучий,0.747,цветение,3082,2739,168,104
DJI_20260615134520_0343_D.JPG,317,Пырей ползучий,0.706,цветение,1567,2739,41,60
DJI_20260615134520_0343_D.JPG,318,Пырей ползучий,0.64,цветение,6,2719,55,69
DJI_20260615134520_0343_D.JPG,319,Пырей ползучий,0.601,цветение,4046,2700,50,116
DJI_20260615134520_0343_D.JPG,320,unknown,0.523,цветение,246,2700,64,45
DJI_20260615134520_0343_D.JPG,321,Пырей ползучий,0.835,цветение,0,2640,204,100
DJI_20260615134520_0343_D.JPG,322,Вьюнок полевой,0.942,вегетативный рост,747,2629,450,443
DJI_20260615134520_0343_D.JPG,323,Вьюнок полевой,0.92,цветение,1162,2621,264,229
DJI_20260615134520_0343_D.JPG,324,Пырей ползучий,0.719,цветение,1522,2582,52,41
DJI_20260615134520_0343_D.JPG,325,Пырей ползучий,0.604,цветение,3311,2547,61,41
DJI_20260615134520_0343_D.JPG,326,Бодяк полевой,0.737,всходы,1102,2480,42,42
DJI_20260615134520_0343_D.JPG,327,Пырей ползучий,0.627,цветение,3249,2437,98,37
DJI_20260615134520_0343_D.JPG,328,Бодяк полевой,0.868,цветение,951,2404,143,144
DJI_20260615134520_0343_D.JPG,329,Бодяк полевой,0.818,цветение,0,2384,400,221
DJI_20260615134520_0343_D.JPG,330,Бодяк полевой,0.676,цветение,802,2349,118,46
DJI_20260615134520_0343_D.JPG,331,Пырей ползучий,0.702,цветение,3313,2343,90,63
DJI_20260615134520_0343_D.JPG,332,Пырей ползучий,0.659,цветение,4021,2319,42,39
DJI_20260615134520_0343_D.JPG,333,Пырей ползучий,0.768,цветение,473,2276,96,118
DJI_20260615134520_0343_D.JPG,334,Пырей ползучий,0.605,цветение,3253,2263,37,120
DJI_20260615134520_0343_D.JPG,335,Пырей ползучий,0.674,цветение,114,2253,58,53
DJI_20260615134520_0343_D.JPG,336,Вьюнок полевой,0.881,цветение,2741,2230,479,422
DJI_20260615134520_0343_D.JPG,337,Пырей ползучий,0.646,розетка,0,2226,60,94
DJI_20260615134520_0343_D.JPG,338,Пырей ползучий,0.678,цветение,2832,2177,78,55
DJI_20260615134520_0343_D.JPG,339,Пырей ползучий,0.635,цветение,432,2113,70,107
DJI_20260615134520_0343_D.JPG,340,Пырей ползучий,0.799,цветение,93,2088,121,96
DJI_20260615134520_0343_D.JPG,341,Пырей ползучий,0.648,всходы,231,1971,51,46
DJI_20260615134520_0343_D.JPG,342,Бодяк полевой,0.902,цветение,0,1969,160,149
DJI_20260615134520_0343_D.JPG,343,Пырей ползучий,0.612,цветение,74,1913,40,45
DJI_20260615134520_0343_D.JPG,344,Пырей ползучий,0.597,цветение,141,1844,62,41
DJI_20260615134520_0343_D.JPG,345,Пырей ползучий,0.789,розетка,0,1738,144,104
DJI_20260615134520_0343_D.JPG,346,Пырей ползучий,0.597,всходы,286,1679,52,41
DJI_20260615134520_0343_D.JPG,347,Пырей ползучий,0.734,цветение,3802,1614,71,90
DJI_20260615134520_0343_D.JPG,348,Пырей ползучий,0.672,цветение,411,1598,32,42
DJI_20260615134520_0343_D.JPG,349,Пырей ползучий,0.753,розетка,2928,1596,59,70
DJI_20260615134520_0343_D.JPG,350,Вьюнок полевой,0.916,цветение,700,1536,418,234
DJI_20260615134520_0343_D.JPG,351,Бодяк полевой,0.828,розетка,293,1509,114,99
DJI_20260615134520_0343_D.JPG,352,Пырей ползучий,0.647,всходы,2706,1469,78,31
DJI_20260615134520_0343_D.JPG,353,Пырей ползучий,0.786,цветение,171,1462,82,165
DJI_20260615134520_0343_D.JPG,354,Пырей ползучий,0.772,цветение,2228,1352,137,62
DJI_20260615134520_0343_D.JPG,355,Пырей ползучий,0.656,всходы,3601,1351,38,37
DJI_20260615134520_0343_D.JPG,356,Пырей ползучий,0.717,цветение,2525,1342,57,47
DJI_20260615134520_0343_D.JPG,357,Пырей ползучий,0.684,цветение,2480,1285,134,56
DJI_20260615134520_0343_D.JPG,358,Бодяк полевой,0.752,цветение,2495,1211,62,49
DJI_20260615134520_0343_D.JPG,359,Бодяк полевой,0.83,цветение,2331,1178,109,130
DJI_20260615134520_0343_D.JPG,360,unknown,0.54,всходы,4050,1158,46,59
DJI_20260615134520_0343_D.JPG,361,Пырей ползучий,0.715,цветение,2881,1130,49,63
DJI_20260615134520_0343_D.JPG,362,Пырей ползучий,0.658,цветение,2209,1125,71,70
DJI_20260615134520_0343_D.JPG,363,Пырей ползучий,0.66,всходы,4062,1092,34,49
DJI_20260615134520_0343_D.JPG,364,Пырей ползучий,0.654,всходы,3952,1092,67,48
DJI_20260615134520_0343_D.JPG,365,Бодяк полевой,0.681,всходы,958,1035,50,38
DJI_20260615134520_0343_D.JPG,366,Бодяк полевой,0.837,цветение,2242,991,100,95
DJI_20260615134520_0343_D.JPG,367,Вьюнок полевой,0.936,цветение,919,980,3177,2092
DJI_20260615134520_0343_D.JPG,368,Бодяк полевой,0.781,розетка,3454,948,83,97
DJI_20260615134520_0343_D.JPG,369,Пырей ползучий,0.651,цветение,2971,945,19,109
DJI_20260615134520_0343_D.JPG,370,Пырей ползучий,0.641,цветение,1837,922,20,59
DJI_20260615134520_0343_D.JPG,371,Пырей ползучий,0.649,всходы,3379,920,35,46
DJI_20260615134520_0343_D.JPG,372,Бодяк полевой,0.737,всходы,3586,900,56,67
DJI_20260615134520_0343_D.JPG,373,Пырей ползучий,0.664,всходы,2946,875,58,50
DJI_20260615134520_0343_D.JPG,374,Пырей ползучий,0.793,цветение,2560,870,74,119
DJI_20260615134520_0343_D.JPG,375,Пырей ползучий,0.889,цветение,2045,842,157,268
DJI_20260615134520_0343_D.JPG,376,Пырей ползучий,0.643,цветение,3106,824,23,107
DJI_20260615134520_0343_D.JPG,377,Пырей ползучий,0.656,цветение,1842,818,22,86
DJI_20260615134520_0343_D.JPG,378,Пырей ползучий,0.889,цветение,2865,814,646,998
DJI_20260615134520_0343_D.JPG,379,Пырей ползучий,0.81,розетка,2617,805,82,61
DJI_20260615134520_0343_D.JPG,380,Пырей ползучий,0.737,цветение,2998,752,52,123
DJI_20260615134520_0343_D.JPG,381,Пырей ползучий,0.611,цветение,3297,746,83,63
DJI_20260615134520_0343_D.JPG,382,Пырей ползучий,0.898,цветение,2434,696,244,136
DJI_20260615134520_0343_D.JPG,383,Пырей ползучий,0.628,цветение,2437,695,62,40
DJI_20260615134520_0343_D.JPG,384,Пырей ползучий,0.74,цветение,3059,694,71,106
DJI_20260615134520_0343_D.JPG,385,Пырей ползучий,0.697,цветение,3144,678,67,21
DJI_20260615134520_0343_D.JPG,386,Пырей ползучий,0.797,цветение,2903,665,93,74
DJI_20260615134520_0343_D.JPG,387,Пырей ползучий,0.69,цветение,1912,660,21,90
DJI_20260615134520_0343_D.JPG,388,Бодяк полевой,0.908,цветение,2069,609,263,256
DJI_20260615134520_0343_D.JPG,389,Пырей ползучий,0.643,цветение,247,568,147,23
DJI_20260615134520_0343_D.JPG,390,Пырей ползучий,0.666,цветение,911,544,19,83
DJI_20260615134520_0343_D.JPG,391,Пырей ползучий,0.636,цветение,2958,540,23,125
DJI_20260615134520_0343_D.JPG,392,Пырей ползучий,0.633,цветение,1864,502,86,76
DJI_20260615134520_0343_D.JPG,393,Пырей ползучий,0.808,цветение,2850,495,83,157
DJI_20260615134520_0343_D.JPG,394,Пырей ползучий,0.71,цветение,1626,455,92,73
DJI_20260615134520_0343_D.JPG,395,Пырей ползучий,0.592,цветение,1714,428,50,82
DJI_20260615134520_0343_D.JPG,396,Пырей ползучий,0.846,цветение,3374,425,189,87
DJI_20260615134520_0343_D.JPG,397,Пырей ползучий,0.654,цветение,1875,403,25,66
DJI_20260615134520_0343_D.JPG,398,Вьюнок полевой,0.932,вегетативный рост,0,361,1650,1358
DJI_20260615134520_0343_D.JPG,399,Бодяк полевой,0.732,всходы,3148,346,61,43
DJI_20260615134520_0343_D.JPG,400,Пырей ползучий,0.641,цветение,271,343,89,52
DJI_20260615134520_0343_D.JPG,401,Пырей ползучий,0.722,розетка,2955,332,76,114
DJI_20260615134520_0343_D.JPG,402,Пырей ползучий,0.655,цветение,0,329,59,162
DJI_20260615134520_0343_D.JPG,403,Бодяк полевой,0.739,цветение,818,282,48,121
DJI_20260615134520_0343_D.JPG,404,Пырей ползучий,0.759,цветение,3151,278,119,89
DJI_20260615134520_0343_D.JPG,405,Бодяк полевой,0.708,всходы,615,273,39,37
DJI_20260615134520_0343_D.JPG,406,Пырей ползучий,0.673,цветение,1872,265,28,77
DJI_20260615134520_0343_D.JPG,407,Пырей ползучий,0.618,цветение,0,258,52,36
DJI_20260615134520_0343_D.JPG,408,Пырей ползучий,0.868,цветение,1504,250,92,142
DJI_20260615134520_0343_D.JPG,409,Пырей ползучий,0.798,розетка,3504,235,119,109
DJI_20260615134520_0343_D.JPG,410,Бодяк полевой,0.59,цветение,3469,188,81,84
DJI_20260615134520_0343_D.JPG,411,Бодяк полевой,0.773,цветение,1568,156,131,60
DJI_20260615134520_0343_D.JPG,412,Бодяк полевой,0.724,цветение,2128,122,64,59
DJI_20260615134520_0343_D.JPG,413,Пырей ползучий,0.616,цветение,2064,105,40,91
DJI_20260615134520_0343_D.JPG,414,Бодяк полевой,0.881,цветение,913,98,427,224
DJI_20260615134520_0343_D.JPG,415,Пырей ползучий,0.657,цветение,3490,73,40,109
DJI_20260615134520_0343_D.JPG,416,Пырей ползучий,0.614,цветение,2443,72,51,67
DJI_20260615134520_0343_D.JPG,417,Пырей ползучий,0.835,цветение,963,68,100,100
DJI_20260615134520_0343_D.JPG,418,Пырей ползучий,0.644,цветение,1119,59,51,62
DJI_20260615134520_0343_D.JPG,419,Бодяк полевой,0.715,цветение,1366,56,42,39
DJI_20260615134520_0343_D.JPG,420,Бодяк полевой,0.883,цветение,658,46,117,204
DJI_20260615134520_0343_D.JPG,421,Пырей ползучий,0.747,розетка,3697,43,85,84
DJI_20260615134520_0343_D.JPG,422,Пырей ползучий,0.909,цветение,2511,38,174,268
DJI_20260615134520_0343_D.JPG,423,Бодяк полевой,0.713,цветение,756,32,45,45
DJI_20260615134520_0343_D.JPG,424,Вьюнок полевой,0.924,цветение,3444,0,652,2299
DJI_20260615134520_0343_D.JPG,425,Пырей ползучий,0.733,розетка,3251,0,70,79
DJI_20260615134520_0343_D.JPG,426,Вьюнок полевой,0.897,цветение,2678,0,566,565
DJI_20260615134520_0343_D.JPG,427,Пырей ползучий,0.626,розетка,2310,0,62,138
DJI_20260615134520_0343_D.JPG,428,Пырей ползучий,0.79,цветение,1802,0,78,88
DJI_20260615134520_0343_D.JPG,429,Пырей ползучий,0.682,цветение,603,0,57,54
DJI_20260615134520_0343_D.JPG,430,Пырей ползучий,0.891,цветение,0,0,783,528
DJI_20260615134710_0347_D.JPG,431,Пырей ползучий,0.828,розетка,2174,2987,107,85
DJI_20260615134710_0347_D.JPG,432,Пырей ползучий,0.863,розетка,4021,1091,69,78
DJI_20260615134710_0347_D.JPG,433,Пырей ползучий,0.73,всходы,192,75,81,25
DJI_20260615134710_0347_D.JPG,434,Пырей ползучий,0.85,вегетативный рост,0,0,4096,3072
